Installation,Installation type,Record created on,Object changed on,SPARTE_TEXT,AKLASSE,AKLASSE_TEXT,TARIFTYP,TARIFTYP_TEXT,BRANCHE,BRANCHE_TEXT,ABLEINH,ME_MA_ID,HAUS
"YvSRQUmjJAYMwrHxvvrDsDsWTyYeRXBWXnVYLVZ","HAUS",2020-01-24T00:00:00,2020-01-25T00:00:00,"Strom","SLP","Standard-Lastprofil","ESJ-XN-SP1","Strom SLP Speicherhzg. getr.Messung","PPA 951","Private Haushalte in 1- u. 2-Familienhäu","J09C1622","UAYVybHVhKRFpNWQIhnj+lmvlsoTzSJXwUzDniM","GmbtjQblRXLYzESiwGJntDNzFxWZoRvMvKU/XfY"
"HQuTJGFhmkUZgObkDxsOQbvSNzVFVHDLCowSjXn","HAUS",2020-01-24T00:00:00,2020-01-25T00:00:00,"Strom","SLP","Standard-Lastprofil","ESJ-XN-SP1","Strom SLP Speicherhzg. getr.Messung","PPA 951","Private Haushalte in 1- u. 2-Familienhäu","J09C6101","hnUmAuq/pRTPZwHllWpuZRYSWRWZuZYyRuGU+Vv","rweqFqJNqxJwkQu/TzWSHDUxVBWJRtqCZCQGS+D"
"eYPNKRGYBgrTYobRfRUJRuhXggdUyZn+mCIYfTX","HAUS",2020-01-24T00:00:00,2020-01-25T00:00:00,"Strom","SLP","Standard-Lastprofil","ESJ-XNLSP","Strom SLP Speicherhzg. - LP-Gew. HT","PPA 951","Private Haushalte in 1- u. 2-Familienhäu","J09C3401","'+xfZVYTTxIKaWubMFDXYYumUvYRyMVzHVqoEFiG","i+Po+KrIKZST/VopUWpHJVxeYfJtadjsZnerlbe"
"RRaUQhcjeGoWMyZTlfSSnTYPRsRkJSZZbOZrEWV","HAUS",2020-01-24T00:00:00,2020-01-25T00:00:00,"Strom","SLP","Standard-Lastprofil","ESJ-XN-SP1","Strom SLP Speicherhzg. getr.Messung","YYX 999","vorläufig ungeklärte Zuordnung zum Kunde","J09C3401","/VZWoTr+qBMZjxdMIntfOZXUPoryTANFMTlgg/z","XkEZnxhEiRmjITX+BJpBYTAqrvRtZRmIoUwUISo"
"emGfouNwRXW+RpilUFDmuRYNIERgQqOnQObEQfh",,2020-01-24T00:00:00,2020-01-25T00:00:00,"Strom","SLP","Standard-Lastprofil","ESJ-XNLSP","Strom SLP Speicherhzg. - LP-Gew. HT","PPA","Private Haushalte","J09C4011","/RQJhOiX/jJDgUXDJrAVFXBvzMULSBOLQ/FYciX","uUecyYfvYWpWXDYgFRZZciZWfxaV+YQtTY/TmEP"
"oZyNQpZMXzfIJPVrlhGHvDUQZEvRYDcjGEeijjn","HAUS",2020-01-24T00:00:00,2020-01-25T00:00:00,"Strom","SLP","Standard-Lastprofil","ESJ-XNLSP","Strom SLP Speicherhzg. - LP-Gew. HT","PPA 951","Private Haushalte in 1- u. 2-Familienhäu","J09C6504","YKLOCGNgQSdMaAQQbUHmSwYJiTZzGfJXlFSPSYI","G/VS+RItR/pIUjTBvq/nVlZgZNXQmWMyKIdVuCu"
"KgsQiJfnRSMQmTaCCgseS//GkxWxzSsAylzTYcW","HAUS",2020-01-24T00:00:00,2020-01-25T00:00:00,"Strom","SLP","Standard-Lastprofil","ESJ-XNLSP","Strom SLP Speicherhzg. - LP-Gew. HT","PPA 951","Private Haushalte in 1- u. 2-Familienhäu","J09C3401","NVQzSSFMYTiprxQNYMKSNASMLSlXFSCj+VkDUIz","aCQYMPpZPFXSadfgjuvPXxOwRfOUhXExeGYdBZp"
"ujZAYZMaLekNMNYZmcMkLRjJfRtakUqGZBqoUtQ","HAUS",2020-01-24T00:00:00,2020-01-25T00:00:00,"Strom","SLP","Standard-Lastprofil","ESJ-XN-SP1","Strom SLP Speicherhzg. getr.Messung","YYX 999","vorläufig ungeklärte Zuordnung zum Kunde","J09C3401","YdD+kETJJrQoWwFQee+QPyvYrTfyveBgYfCQMFV","GCjMDpriaTGngvKxXc+/UDlS/COtmlgJRUvgypl"
"WKFbuTpfTVJgTFZVeXuwYZCXCVfJqufJpKUR/GL","HAUS",2020-01-24T00:00:00,2020-01-25T00:00:00,"Strom","SLP","Standard-Lastprofil","ESJ-XNLSP","Strom SLP Speicherhzg. - LP-Gew. HT","PPA 951","Private Haushalte in 1- u. 2-Familienhäu","J09C6504","nHGPXXICOncCFizCmNS/SYBxzU/QZsULyuMQTfF","G/VS+RItR/pIUjTBvq/nVlZgZNXQmWMyKIdVuCu"
"Ciua//DBYAogYZETtnQdUTYrcChClXPLTzeCNSL","WAEP",2021-12-21T00:00:00,2024-02-19T00:00:00,"Strom","SLP","Standard-Lastprofil","ESJ-XN-SP3","Strom SLP Wärmepumpe getr. Messung","PPA 951","Private Haushalte in 1- u. 2-Familienhäu","J09C5083","VLTW+QXaTRXxArUQVdYQcIYEvsVLywRfBuEtRVg","kETgWQSBXAcjUGgpXSKNiLdeWOKZMRHFJUXQwrc"
"uaGObmli/MfWNOMSG/VJQWMROWkBdTDxWZItSiU","HAUS",2022-03-24T00:00:00,,"Strom","SLP","Standard-Lastprofil","ESJ-XN-LP","Strom SLP ohne Leistung (Lastprofil gew)","PPA 951","Private Haushalte in 1- u. 2-Familienhäu","J09C6105","fLRXtWYzzFVTVRTT+IZhCU+AeWYJ+ZyYXnLpGZb","nWsCUceUgwhItU/ZjcgRvYQmOwHNNPrfQx+iVK+"
"aPICwaueOyXhXrWZMtQBWUDkdQWbnmqcZQTVedj","HAUS",2022-06-07T00:00:00,,"Strom","SLP","Standard-Lastprofil","ESJ-XN-LP","Strom SLP ohne Leistung (Lastprofil gew)","PPA 951","Private Haushalte in 1- u. 2-Familienhäu","J09C6105","XObHqLQwSYTqyjZnZeXJUbTlIBQlvgWtVCoKZUe","VSQYwCFOSk+XhABxUlrQAcZ+UrRCBnfYCDfVUSB"
"e/kMsIftaORlgzcdAVxV/TXBOjjfwNKZVRPmWSS","WAEP",2022-06-07T00:00:00,2025-08-08T00:00:00,"Strom","SLP","Standard-Lastprofil","ESJ-XN-SP3","Strom SLP Wärmepumpe getr. Messung","PPA 951","Private Haushalte in 1- u. 2-Familienhäu","J09C6105","bBhThtGMQ+FQFsJDIAFAuIdlMVWXXPXzrpejozz","VSQYwCFOSk+XhABxUlrQAcZ+UrRCBnfYCDfVUSB"
"XWwAwduhVrSMQzLQNlcGqSOBRZrgFCeRxAZEw+t","HAUS",2020-01-24T00:00:00,2024-07-12T00:00:00,"Strom","SLP","Standard-Lastprofil","ESJ-XN-LP","Strom SLP ohne Leistung (Lastprofil gew)","PPA 951","Private Haushalte in 1- u. 2-Familienhäu","J09C4011","TYLdKTrfnguTZYUZRbvJWKKWtrCRXcpvZWsdyjg","XSrqtnfMIf+wwRJRm/vAH+HTnOPoZPCVQRVAYAM"
"ZdMBFFsXMMIKOnswo+oeCWJrMCWHkbWGeFzYUsl","HAUS",2020-01-24T00:00:00,2022-04-06T00:00:00,"Strom","SLP","Standard-Lastprofil","ESJ-XN-LP","Strom SLP ohne Leistung (Lastprofil gew)","PPA 951","Private Haushalte in 1- u. 2-Familienhäu","J09C1621","WcqOSqilLQjIn/FVaX/zsyYCfWNMkHCHeYALfVB","UVUBVqqXEX/eYVWZYTGFgtUWkhUttDZOjWsJNKv"
"Z/DIfBWARGVqhOBeWffclGcScNHVckQSjfejoBV",,2020-01-24T00:00:00,2022-11-03T00:00:00,"Strom","SLP","Standard-Lastprofil","ESJ-XNLSP","Strom SLP Speicherhzg. - LP-Gew. HT","PPA","Private Haushalte","J09C4011","KQPQmSV+sgzfoelOgfUpwSLWi+jtBSuZtJhhSmJ","WwXSTFXWPYwXiUXiDVhdYW+Ijak+Ugrw+DpcNtR"
"XhBYiRzOmlKwAXUgUWXLrEQDSwCEjqNeXtsTHES","WAEP",2024-06-11T00:00:00,2025-05-24T00:00:00,"Strom","SLP","Standard-Lastprofil","ESJ-XN-SP3","Strom SLP Wärmepumpe getr. Messung","PPA 952","Private Haushalte in Mehrfamilienhäusern","J09C5485","QjVWRZCfOTLeIMrAqLKFgTgrSRcVeVHTivETkPG","FttoNdWdMiqYI+ZkQXKVeoCoOZZnIpLYUJZSSOQ"
"JVqENtSXYq/qwYRAWnrdWntBiqOQZPQSgoyuvJB","HAUS",2024-07-24T00:00:00,,"Strom","SLP","Standard-Lastprofil","ESJ-XN-LP","Strom SLP ohne Leistung (Lastprofil gew)","PPA 951","Private Haushalte in 1- u. 2-Familienhäu","J09C3401","ZQ+ZHARvbIvvEcxoSWTTHuSyHjZMSYSNVigAXyq","YBFZQmddcopEDRtvXmlWTdLIcNZEBHOuZIdfTNV"
"acRXwXDkKZKtXLqVZUHibCOXZEymLUAqtkCre+X","GEWE",2020-01-24T00:00:00,2025-11-20T00:00:00,"Strom","SLP","Standard-Lastprofil","ESJ-XN-LP","Strom SLP ohne Leistung (Lastprofil gew)","YYX","Schlüssel f.  z. T. vorübergehende Zuord","J09C1621","BrVLdtiUDTQAgYdWaMRIjgUZbkUZPoBD/XsZThX","uQzkZSlEWRDAycgXFkshVBvgswvXSIuVwveT/VU"
"DF+txrAKTdnxbIMxYhXZPQbiVxRvOmICFmpmFUT","HAUS",2020-01-24T00:00:00,2025-11-11T00:00:00,"Strom","SLP","Standard-Lastprofil","ESJ-XN-LP","Strom SLP ohne Leistung (Lastprofil gew)","PPA 951","Private Haushalte in 1- u. 2-Familienhäu","J09C5482","pYKFYmEjEHlAcBJDYVgURyxXLSmBeVRxDRAqA/Z","CYiJF/AyZeWuVOQFWTtaqtkMQksgRQWXrMlRRJl"
"VLUnQQRUvJWMKoMyXSSuyLM+QDFqheAdWOgEMIc","1000",2020-01-24T00:00:00,2025-11-20T00:00:00,"Strom","SLP","Standard-Lastprofil","ESJ-XN-LP","Strom SLP ohne Leistung (Lastprofil gew)","DDL 330","Medizin-, Meß-, Steuer- und Regelungstec","J09C1621","RimmAWMGiTZLufuodlS+jcYWmZxzSjrZgvVPKIf","BkUNrYizQxRuWzCoUFIeUaZtUJELhXobdZYUbQL"
"XdjBUbBkWpPvkMOGxzrSsRllJZgRdkHaRSsVQjg","WAEP",2020-01-24T00:00:00,2025-11-11T00:00:00,"Strom","SLP","Standard-Lastprofil","ESJ-XN-SP3","Strom SLP Wärmepumpe getr. Messung","FFA 456","Baustrom (-anlagen)","J09C5483","QOvSBTYUWJdOqnSTmRuliFzylMaPJQXloFmQSrJ","Vs/mCWvKMViYtGXsIGhTxLdIsJWGSQplKWrFwSg"
"eSUzVcKErpILXXxHbsXXtXXKdzGUNfxSNhILCdl","HAUS",2020-01-24T00:00:00,2025-11-20T00:00:00,"Strom","SLP","Standard-Lastprofil","ESJ-XN-LP","Strom SLP ohne Leistung (Lastprofil gew)","PPA 951","Private Haushalte in 1- u. 2-Familienhäu","J09C1621","hHxzOyUTU/PZhwCMt/NfZqDUAoZIffztSTInIeo","SQVAwSkRvSWFrOtNHR+ZRPbRSYWVpPpECswNZYV"
"LdSRohTTmVnEeuOXPuYHWwYxJvIuqkTzxISmSXD",,2020-01-24T00:00:00,,"Strom","SLP","Standard-Lastprofil","ESJ-XN-LP","Strom SLP ohne Leistung (Lastprofil gew)","PPA","Private Haushalte","J09C4011","qZaG+ZYJDtVGuAOZIuxOgBceRcTYdgXYhQmBzsf","SNKeY+KJjXqDQ+KsBTEUehzVsRKxpX+ISDLRhsZ"
"cOmbpgYUPDBeDBZVZogYJwjPsQHKRicoqbIYmfE","1114",2020-01-24T00:00:00,,"Strom","SLP","Standard-Lastprofil","ESJ-XN-LP","Strom SLP ohne Leistung (Lastprofil gew)","PPA 951","Private Haushalte in 1- u. 2-Familienhäu","J09C6501","PdWXUxDERiRDFJYmMhAjrXQayuVPaNYwSXfYzWO","BtpaxFaHvgUVyJrH+bE+ZDix/LTr/erlzPjKlUa"
"cazkROGCNDcjaYlnVSTGgbQRuNaORl++aioVQfI","HAUS",2020-01-24T00:00:00,,"Strom","SLP","Standard-Lastprofil","ESJ-XN-LP","Strom SLP ohne Leistung (Lastprofil gew)","PPA 951","Private Haushalte in 1- u. 2-Familienhäu","J09C6503","gcgQPeQxTcbKAcCSQRQXYdSiIqUIKHwGCHkUmRX","hwReubo+Z/rWGYZeRUQdhiQiDe/LRsVXrHtwnSZ"
"RWmZfAQCLWjOJxpUTSkiCYjGGgZFMZtsFKwnyTA","HAUS",2020-01-24T00:00:00,,"Strom","SLP","Standard-Lastprofil","ESJ-XN-LP","Strom SLP ohne Leistung (Lastprofil gew)","PPA 951","Private Haushalte in 1- u. 2-Familienhäu","J09C6504","WoSSUgxXTMbUMXV+OSOpZeOERDlsHUpBRtIGxZW","TVYSenWHZFcJrWAARK+ywFZrdXWAvaDHE//lAWS"
"QduJTSWBkPvRolGEjDZoRkYtyhuQEVy/TTP/hZP","HAUS",2020-01-24T00:00:00,,"Strom","SLP","Standard-Lastprofil","ESJ-XN-LP","Strom SLP ohne Leistung (Lastprofil gew)","PPA 951","Private Haushalte in 1- u. 2-Familienhäu","J09C6501","BZpKfqbiVgJQO+LXyywvkFeJUYyAOfJEQYfWtmb","EXiYvnPUHotndmTRUZTZTuSnMbFNhSwHeOUxUCR"
"BZtqbHmtuWiWWArPoJnlSs/gKRUWtGTPbGzUFWq","GEWE",2020-01-24T00:00:00,,"Strom","SLP","Standard-Lastprofil","ESJ-XN-LP","Strom SLP ohne Leistung (Lastprofil gew)","DDJ 287","H. von sonst. Eisen-, Blech- und Metallw","J09C6504","BnRZPzYoLRkHkOFHnXptCOAykCpiBKWlW/QXYVq","TWw+SVIeENZTYKbwSGRSbQnJHCMnXYjkg/BrQAs"
"VfqTYBIlxBkHQeBkxSUDcPqMRdTFySYsuwfSYuV","HAUS",2020-01-24T00:00:00,,"Strom","SLP","Standard-Lastprofil","ESJ-XN-LP","Strom SLP ohne Leistung (Lastprofil gew)","PPA 951","Private Haushalte in 1- u. 2-Familienhäu","J09C6502","UijS+ImPQUTbbiJgBaSGMXHDvDYJnNhtakdRW/W","eWMZVDXWSqQdftkVigSfTJFzxuhzvRLR+cZEesG"
"jsfvyCKgaTMGpiTcQpyg+sTdIYjYxASeMctIZOZ","1118",2020-01-24T00:00:00,,"Strom","SLP","Standard-Lastprofil","ESJ-XN-LP","Strom SLP ohne Leistung (Lastprofil gew)","PPA 953","Gemeinschaftseinrichtungen in Mehrfamili","J09C5483","yYkRUFkWwqoYvSJfV+vsXVxSM+VRXQQHOzcgrxS","boeu+LwNNAgSPqp+WOg/gzTYZgZvMOqlpvTjQYq"
"cQtvXOFbRCO/CtYBZxJglDXGjNQkoUpsGkyF+jx","HAUS",2020-01-24T00:00:00,,"Strom","SLP","Standard-Lastprofil","ESJ-XN-LP","Strom SLP ohne Leistung (Lastprofil gew)","PPA 951","Private Haushalte in 1- u. 2-Familienhäu","J09C6102","SWQxBIM/JWVOUnta+uNYGxeebYYZIzPzCGVSaPM","kODQVROjhisFYZjSQVSXvAgThaCQSu/RnhaOYiY"
"'+yFFoozZYFcDhRYBAOzFBjQdyJVXKUIFWCUUohJ","HAUS",2020-01-24T00:00:00,,"Strom","SLP","Standard-Lastprofil","ESJ-XN-LP","Strom SLP ohne Leistung (Lastprofil gew)","PPA 951","Private Haushalte in 1- u. 2-Familienhäu","J09C1622","PquyhEJACWapOYafuMVoKY+qvVdwNliNZinukIo","jDipifwnRFFaQMpbZnITkSjjwxMub/+YPUcHsXH"
"TNXZTsrjZpQXj/DExxRkQXYzSBTLMgpYUua+uZZ","ALLG",2020-01-24T00:00:00,,"Strom","SLP","Standard-Lastprofil","ESJ-XN-LP","Strom SLP ohne Leistung (Lastprofil gew)","PPA 953","Gemeinschaftseinrichtungen in Mehrfamili","J09C5083","C/YCmhUYmJqigMZXUWVbUMjFVOiYTKTgZTXZWtR","'+gRcHDWXQYfqvkUUD/jlRDYqWLcTfLD+WmJZUtI"
"IxRDSUqNzixeSoTKCwQkf++o+USaDKBZDLuOSWO","HAUS",2020-01-24T00:00:00,,"Strom","SLP","Standard-Lastprofil","ESJ-XN-LP","Strom SLP ohne Leistung (Lastprofil gew)","PPA 951","Private Haushalte in 1- u. 2-Familienhäu","J09C6102","sGwSRDNIeoZGUJQuwxHVJSTRXQlrrC/WURAKZSd","oJUMaaqc+/yEg/sW+vFUIfVhKQgPRqsYjFAZDTN"
"eD/PzNH/cAmRzXGOZSLFSIbCCEZqloxUOQDGzaG","1114",2020-01-24T00:00:00,,"Strom","SLP","Standard-Lastprofil","ESJ-XN-LP","Strom SLP ohne Leistung (Lastprofil gew)","PPA 951","Private Haushalte in 1- u. 2-Familienhäu","J09C5484","ERBjEbTiyCywRSKUlFSpURSQYhRPxTOQgqWhpTb","SpipFdWtqTMLtpessz+MvWNQaviPxRWZTjgmz/s"
"CJSWSWGOXHjHKPSBPRGndBzaRBvzRTlSZrWYpIW","HAUS",2020-01-24T00:00:00,,"Strom","SLP","Standard-Lastprofil","ESJ-XN-LP","Strom SLP ohne Leistung (Lastprofil gew)","PPA 951","Private Haushalte in 1- u. 2-Familienhäu","J09C1621","eNzyZqkTVbyTcTGxI/UnnUVnXXhLaNLTQJCsZWH","QszzyISjUusoQDGdhXafqYYYCfU/CldYIwfMBJU"
"WigRChztwYYQTZZHMd/mPObXVPcrBYBnXLghzoa","HAUS",2020-01-24T00:00:00,,"Strom","SLP","Standard-Lastprofil","ESJ-XN-LP","Strom SLP ohne Leistung (Lastprofil gew)","PPA 951","Private Haushalte in 1- u. 2-Familienhäu","J09C6102","HnyCUSSq+CXwzw+/ZeIyVAjZbeATULQzusTYYTr","xAPiHOAngReRvWPgXNP+QQ+dvqQQwwRfkQjkZQv"
"QxlVPeDqqTGkaoAhaJvTmj+bZTSFNjDETiJInUz","HAUS",2020-01-24T00:00:00,,"Strom","SLP","Standard-Lastprofil","ESJ-XN-LP","Strom SLP ohne Leistung (Lastprofil gew)","PPA 951","Private Haushalte in 1- u. 2-Familienhäu","J09C5084","VR+RFlYznYTOTtWgnmwmBCZRRuTRaBVQtJZzlbm","UcepWU+oCxHCqWCgmDFDswEhRWDTUMsESBn/vGL"
"USrZwYwYMqbdSG/CjKXZYEyJTCXmqQCUbUMWZoU","HAUS",2020-01-24T00:00:00,,"Strom","SLP","Standard-Lastprofil","ESJ-XN-LP","Strom SLP ohne Leistung (Lastprofil gew)","PPA 951","Private Haushalte in 1- u. 2-Familienhäu","J09C5485","RTMWyyFORYJQsjbmFdqBSW+OyYXUvdFEYYZtQGp","UOu+EFGWc+susVlQbmBCQYqsFmQaEYkWiexlg/F"
"LWDGJlYptKjZxJWpPtYqtUzFZtrHb+HSXwHfyWs","HAUS",2020-01-24T00:00:00,,"Strom","SLP","Standard-Lastprofil","ESJ-XN-LP","Strom SLP ohne Leistung (Lastprofil gew)","PPA 951","Private Haushalte in 1- u. 2-Familienhäu","J09C5483","OqcFskJnNFKWWSSOtrYZXFbjhGfsRlKVkssEmKx","hjSIDiXJRaHN/dyJpVHyDQJUyQfhBaISznxvrmT"
"Xx+FeWrQQUXJTMaeLAtvTbCGXtEZvhlyykJKEWU","HAUS",2020-01-24T00:00:00,,"Strom","SLP","Standard-Lastprofil","ESJ-XN-LP","Strom SLP ohne Leistung (Lastprofil gew)","PPA 951","Private Haushalte in 1- u. 2-Familienhäu","J09C5401","VyTkMEW+YLUPSuSVSxhTsEFUAfzQpuMnSTTuxez","Dovx+NyVIobqjYOG+WANVioSRCVZsqrWJDvXlkZ"
"mLvoWDClqjtrkDlODwyBIZhDVvEp+gUeZKUoYPy","HAUS",2020-01-24T00:00:00,,"Strom","SLP","Standard-Lastprofil","ESJ-XN-LP","Strom SLP ohne Leistung (Lastprofil gew)","PPA 951","Private Haushalte in 1- u. 2-Familienhäu","J09C1622","cTlZYLvaRqKvHPSXn+nWVlRfUMtxJRkQYkIRuRb","YmBbSVCoQpINBWZXiXiX/WecFXAmkTZZVQLZWtE"
"uPidAZTqzOZknTEwklqxSTFcskFYYbMAtREpWuW","HAUS",2020-01-24T00:00:00,,"Strom","SLP","Standard-Lastprofil","ESJ-XN-LP","Strom SLP ohne Leistung (Lastprofil gew)","PPA 951","Private Haushalte in 1- u. 2-Familienhäu","J09C6103","YARAlFLFVnHTsTbXkm/SYTTTXyjLmMLVvSWgjP/","CwZIASsJjXlSYUAxLxeScfQcTXgX/nuSTVrSZiC"
"nuZYAUBKQmSVGLtfXWVPonSZGHroVMSCUWqRcPY","HAUS",2020-01-24T00:00:00,,"Strom","SLP","Standard-Lastprofil","ESJ-XN-LP","Strom SLP ohne Leistung (Lastprofil gew)","PPA 951","Private Haushalte in 1- u. 2-Familienhäu","J09C5485","vchYTuPeMXrYxNgYRaTrColvvTpwWpBDSWRHXoY","WsyaejZlYZVWstLQEZBu+ZMzbAwRzAXGzuFKlTQ"
"xoFvPWeAauVnUEAYQTuJJjTLYGB+TSOXmATVtUV","HAUS",2020-01-24T00:00:00,,"Strom","SLP","Standard-Lastprofil","ESJ-XN-LP","Strom SLP ohne Leistung (Lastprofil gew)","PPA 951","Private Haushalte in 1- u. 2-Familienhäu","J09C5484","SnFRIyYXUYgKfjcQdWyXajSDSuuXJSTtHPycFnu","OUNlASHrkDBTFUjrwDXRVWskwtUSjbjqc/uYSyT"
"MVQCddiLXSXsgfDHrvxXQVKWuKVBBuITbaXAqhr",,2020-01-24T00:00:00,,"Strom","SLP","Standard-Lastprofil","ESJ-XN-LP","Strom SLP ohne Leistung (Lastprofil gew)","PPA","Private Haushalte","J09C4011","BEGYSaQRgNWbNzSkPcstbuJGVWgnESiMyiDcfYY","hS/uXQFcgPgkQSnAfLYOtRTBWkIDWJZpqpGpVaR"
"EMXEznNXPZXmCXxfJJplkZZXrTJfzXQsCmanvTt","GEWE",2020-01-24T00:00:00,,"Strom","SLP","Standard-Lastprofil","ESJ-XN-LP","Strom SLP ohne Leistung (Lastprofil gew)","GGA 535","Lebensmitteleinzelhandel","J09C6101","ndPTWViZRpuwTYOdLYaVCbvRRbSZuxYRtZsmbV+","imrNdqhmXuiaCPzXRraRAEQiuuUkhBRRYLiccgh"
"Wat+gUCcDcFKZzVWuSmRpRwmLgZtJkYvGQzFVRz","ALLG",2020-01-24T00:00:00,,"Strom","SLP","Standard-Lastprofil","ESJ-XN-LP","Strom SLP ohne Leistung (Lastprofil gew)","PPA","Private Haushalte","J09C4011","DHKEVgIGnrWSikPaeRXyrQQMvfoNcBORwRy+tFB","Mual/OrKGLiwwdheWoRPS+UYLJKwgGFJSWWRPZI"
"RFiDXYRVuDnYXvgtQcPqOCOQCnotEQFARzoVoFR","HAUS",2020-01-24T00:00:00,2020-09-16T00:00:00,"Strom","SLP","Standard-Lastprofil","ESJ-XN-SP1","Strom SLP Speicherhzg. getr.Messung","PPA 951","Private Haushalte in 1- u. 2-Familienhäu","J09C5484","jaJpSuYZBDKWiRUXswpbqFguTUkTaUmfGWjQxuI","FdDfv+qRInQYvDZcTPhRtmZQdorgWyYzWMrYWV+"
"IAmuWvmOcCXADXStSZxWWXYnSsDXYoV/JlaVzBS","HAUS",2020-01-24T00:00:00,,"Strom","SLP","Standard-Lastprofil","ESJ-XN-LP","Strom SLP ohne Leistung (Lastprofil gew)","PPA 951","Private Haushalte in 1- u. 2-Familienhäu","J09C6104","yxjRKVGWasobfRKNAqShRZufyzToYgRFAtWVMWr","gmwREOHBAkesKJmRvJaWSVxofp+DZkbssZXhfMR"
"xSWaYOgOtjhZZDsICaN/nGjQsGhWEmrtvYmoQzM","HAUS",2020-01-24T00:00:00,,"Strom","SLP","Standard-Lastprofil","ESJ-XN-LP","Strom SLP ohne Leistung (Lastprofil gew)","PPA 951","Private Haushalte in 1- u. 2-Familienhäu","J09C5485","Mw+Ad/rnSZGOXQnRpYK/FmhXVfBrSSTjUjudoIv","IEaXegAywNnPRjv+TQRVLoOSWNQGcyUyWlZdlYD"
"zXoTSYZvzbXKtqKFSUQWtZkMalQUQlVoXSpZlRz","ALLG",2020-01-24T00:00:00,,"Strom","SLP","Standard-Lastprofil","ESJ-XN-LP","Strom SLP ohne Leistung (Lastprofil gew)","PPA 951","Private Haushalte in 1- u. 2-Familienhäu","J09C1622","PeIAQNJyHjoRiEwgyFRtQnQmQTO/G/eRbDTkXS/","AelHLZyQXYolhxaPQgcQGOMAUViCnpeYRxqXNyj"
"EWuJTBVgSWWnCrZzrVQxYUDAeBlYYQFVbGILmYU","HAUS",2020-01-24T00:00:00,,"Strom","SLP","Standard-Lastprofil","ESJ-XN-LP","Strom SLP ohne Leistung (Lastprofil gew)","PPA 951","Private Haushalte in 1- u. 2-Familienhäu","J09C5484","AYSsZHiaQXUmUtLJJAYQSt+SavMQReFEiUcKJyn","VXlXtoJaCtvlRSjbZb+ZmsVXXktHQZvTpAxKYmE"
"ErvuV/kgqXLGjgfMiNJkHHltXzeQogphUQREfIT",,2020-01-24T00:00:00,,"Strom","SLP","Standard-Lastprofil","ESJ-XN-LP","Strom SLP ohne Leistung (Lastprofil gew)","PPA","Private Haushalte","J09C4011","fzzaXHSshlLKHODmCCTbYOdxVNbdBkZIAXbHKRZ","OIHPKhqXuDGERlgARKyARxqXbhCZCEXdHYTuwSG"
"yWnFzJTeZduTUjvufEWSfZrjSLCWKdiEIRlEGav","HAUS",2020-01-24T00:00:00,,"Strom","SLP","Standard-Lastprofil","ESJ-XN-LP","Strom SLP ohne Leistung (Lastprofil gew)","PPA 951","Private Haushalte in 1- u. 2-Familienhäu","J09C5482","uHXdQsOSlWcVeiCZriqvMVVmvDDMnsQIpwTkjhp","BDWCYrArOSrSmYuUZYjahmmfwJhLswXhvWDHWeD"
"udHSyfYPcZaNCadXdPsnrbshkWIaziESS/xPYTW",,2020-01-24T00:00:00,,"Strom","SLP","Standard-Lastprofil","ESJ-XN-LP","Strom SLP ohne Leistung (Lastprofil gew)","PPA","Private Haushalte","J09C4011","WgZcoSrXmKRpYyCQpeVOXiwUZSCyZiMXS/LS+EK","JgWldveayEaYsIluCaqZ+DTwWWSdpmWLAdBTOHt"
"'+bICjpGxzedGHYTJvxoUhCuiiUVmHgJEMvjdAex",,2020-01-24T00:00:00,,"Strom","SLP","Standard-Lastprofil","ESJ-XN-LP","Strom SLP ohne Leistung (Lastprofil gew)","PPA","Private Haushalte","J09C4011","McHFotW+YQqUxqAfSaWBiGVUjVlqehrMjnPKUUG","yELCWEKubQplho+JPpXTkXlwwZGREYSWt/NHMDF"
"TOeMsFRW+kQSutTcQeeoAayTvvIDXoSJskNPZOQ","1153",2020-01-24T00:00:00,,"Strom","SLP","Standard-Lastprofil","ESJ-XN-LP","Strom SLP ohne Leistung (Lastprofil gew)","PPA 951","Private Haushalte in 1- u. 2-Familienhäu","J09C5401","SgRKufRLwxBYMQCGQlzVVZTzSJppvOjWSoNdUtL","SBZQgXmz/+cWiJQbQZOVvWoBUBUVGjYEcfaYeWe"
"sWxwoLdYKcoNq/MNAqlZWcaB+sXZqCrLyVgmqXw","HAUS",2020-01-24T00:00:00,,"Strom","SLP","Standard-Lastprofil","ESJ-XN-LP","Strom SLP ohne Leistung (Lastprofil gew)","PPA 951","Private Haushalte in 1- u. 2-Familienhäu","J09C5481","NXqqSMxHtVWLUaALdR/UW+SBAmWIPOwpYjDWNrn","XkcfiAJKCJTaGQkZ+bwjJPjcecOV+XgwUY//HZI"
"YZYrAWAPanYRXVGkoxYYgjxEscgSwtxpzQLTFYQ","HAUS",2020-01-24T00:00:00,,"Strom","SLP","Standard-Lastprofil","ESJ-XN-LP","Strom SLP ohne Leistung (Lastprofil gew)","PPA 951","Private Haushalte in 1- u. 2-Familienhäu","J09C3401","gyT+arxCBtpOcfXrdhTWuQiqgSEZoRSvUbgXCVB","hqeRnJytYRTyEWKewaYiYLFYXWq/xSMZCKRXoZB"
